site,year,albedo,genotype,plot_unique,plantID,density,block,plot,x,y,emergence,first_flower,v_phen,last_phen_status,note_standard_phen,live_harvest,v_harvest,tillers,veg_mass,inflor_mass,seed_count_total,note_standard_harvest,seed_count,survived_to_flower,possible_neighbors,neighbors,prop_survived,new_neighbors,clim_dist,PC1,vwc_avg,temp_surv,temp_fecun
BA,2022,black,104,BA_7_3,Boise2022_2616,lo,7,3,4,1,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,2,0,0.2916666666666667,0.5833333333333334,-1.6509554083850633,-2.41270504772144,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,32,BA_2_4,Boise2022_784,lo,2,4,17,4,Y,144,FG,Y,herbivory,Y,FG_FP,5,0.134,0.29,133,NA,133,Y,4,1,0.16091954022988506,1,-2.2408764702296002,-3.002626109565977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,104,BA_8_1,Boise2022_2840,lo,8,1,8,5,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,2,1,0.25301204819277107,1.5060240963855422,-1.6509554083850633,-2.41270504772144,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,19,BA_1_4,Boise2022_376,hi,1,4,8,6,Y,143,FG,Y,herbivory,Y,FG_FP,2,0.045,0.093,31,NA,31,Y,70,25,0.3522727272727273,35.56818181818182,4.950825641803746,4.189076002467369,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,14,BA_5_1,Boise2022_1606,lo,5,1,2,1,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,0,0.05970149253731343,0.05970149253731343,3.428181286642315,2.6664316473059384,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,100,BA_7_2,Boise2022_2569,hi,7,2,7,9,Y,143,FG,N,resurrection_frost_heave,N,NA,0,0,0,0,NA,0,N,50,26,0.4823529411764706,50.11764705882353,3.4850280171966737,2.723278377860297,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,100,BA_4_4,Boise2022_1542,lo,4,4,9,2,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,2,0.13846153846153847,2.1384615384615384,3.4850280171966737,2.723278377860297,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,17,BA_5_1,Boise2022_1645,lo,5,1,9,5,Y,NA,V0,N,frost_heave,N,NA,0,0,0,0,NA,0,N,1,0,0.05970149253731343,0.1791044776119403,1.9575075260070696,1.1957578866706928,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,24,BA_5_1,Boise2022_1651,lo,5,1,11,1,Y,157,FG,Y,herbivory,Y,FG_FP,6,2.011,2.087,855,NA,855,Y,1,0,0.05970149253731343,0.1791044776119403,1.5080171212129287,0.7462674818765519,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,44,BA_9_2,Boise2022_3385,hi,9,2,9,5,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA,0,N,45,18,0.39436619718309857,39.69014084507042,0.782644708252243,0.020895068915866264,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,56,BA_4_1,Boise2022_1223,hi,4,1,3,3,Y,157,FG,Y,herbivory,Y,FB,2,0.022,0.003,1,seed_drop,1,Y,50,18,0.32926829268292684,34.463414634146346,3.6900277923925784,2.9282781530562016,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,34,BA_2_1,Boise2022_469,hi,2,1,7,9,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,46,11,0.2564102564102564,24.846153846153847,-1.7214988229613506,-2.4832484622977273,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,46,BA_6_1,Boise2022_2069,lo,6,1,14,4,Y,158,FG,Y,resurrection_herbivory,Y,FG_FP,10,1.96,2.7,1239,NA,1239,Y,4,1,0.32432432432432434,1,2.56675103100007,1.8050013916636931,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,13,BA_2_1,Boise2022_438,hi,2,1,4,8,Y,144,FP,N,resurrection_frost_heave,N,NA,0,0,0,0,NA,0,N,56,16,0.2564102564102564,27.28205128205128,0.4582977481889034,-0.30345189114747334,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,18,BA_2_1,Boise2022_463,hi,2,1,7,3,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,54,17,0.2564102564102564,28.794871794871796,-0.6387302363718312,-1.400479875708208,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,16,BA_5_1,Boise2022_1634,lo,5,1,7,4,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,2,0,0.05970149253731343,0.11940298507462686,2.951861868589225,2.1901122292528483,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,37,BA_7_2,Boise2022_2567,hi,7,2,7,7,Y,158,FG,Y,herbivory,Y,FP,1,0.043,0.08,28,NA,28,Y,66,31,0.4823529411764706,47.4,-2.0710262253809217,-2.8327758647172985,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,103,BA_9_3,Boise2022_3469,lo,9,3,14,4,Y,NA,V3,N,herbivory,N,NA,0,0,0,0,NA,0,N,2,0,0.01639344262295082,0.03278688524590164,4.3894935993429325,3.6277439600065553,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,36,BA_9_2,Boise2022_3321,hi,9,2,3,1,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,34,13,0.39436619718309857,39.028169014084504,0.2112922608269474,-0.5504573785094293,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,49,BA_9_3,Boise2022_3496,lo,9,3,20,1,Y,158,FG,N,herbivory,N,NA,0,0,0,0,NA,0,N,0,0,0.01639344262295082,0.06557377049180328,-0.7779439906467254,-1.539693629983102,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,58,BA_7_3,Boise2022_2687,lo,7,3,18,2,Y,179,FG,Y,resurrection,Y,FG_FP,5,0.33,0.36,180,NA,180,Y,3,0,0.2916666666666667,0.2916666666666667,3.6881987918849353,2.9264491525485585,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,34,BA_5_2,Boise2022_1734,hi,5,2,4,4,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,69,13,0.20689655172413793,19.413793103448278,-1.7214988229613506,-2.4832484622977273,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,104,BA_4_1,Boise2022_1211,hi,4,1,2,1,Y,132,FB,Y,NA,Y,FG/FB,2,0.05,0.05,27,NA,27,Y,31,15,0.32926829268292684,37.71951219512195,-1.6509554083850633,-2.41270504772144,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,52,BA_4_4,Boise2022_1596,lo,4,4,20,1,Y,NA,V3+,N,resurrection,N,NA,0,0,0,0,NA,0,N,1,0,0.13846153846153847,0.4153846153846154,0.569942837680477,-0.19180680165589967,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,35,BA_3_2,Boise2022_950,hi,3,2,5,10,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,55,13,0.2872340425531915,25.925531914893618,0.2349093802740413,-0.5268402590623354,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,101,BA_6_1,Boise2022_2018,lo,6,1,4,3,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,1,0.32432432432432434,1.3243243243243243,-5.0721964139226845,-5.833946053259061,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,45,BA_4_1,Boise2022_1248,hi,4,1,5,8,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,65,20,0.32926829268292684,31.524390243902438,2.923822777751333,2.1620731384149563,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,46,BA_10_1,Boise2022_3645,lo,10,1,9,5,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,0,0.1016949152542373,0.1016949152542373,2.56675103100007,1.8050013916636931,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,43,BA_8_4,Boise2022_3108,hi,8,4,1,8,Y,132,FG,N,NA,N,NA,0,0,0,0,NA,0,N,40,17,0.30434782608695654,35.26086956521739,-1.960330823576368,-2.7220804629127446,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,32,BA_1_1,Boise2022_26,lo,1,1,6,1,Y,NA,V3,N,herbivory,N,NA,0,0,0,0,NA,0,N,3,0,0.18461538461538463,0.18461538461538463,-2.2408764702296002,-3.002626109565977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,13,BA_7_2,Boise2022_2521,hi,7,2,3,1,Y,158,FG,Y,herbivory,Y,FP,2,0.24,0.38,102,NA,102,Y,42,20,0.4823529411764706,47.976470588235294,0.4582977481889034,-0.30345189114747334,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,101,BA_8_1,Boise2022_2895,lo,8,1,19,5,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,2,0.25301204819277107,2.253012048192771,-5.0721964139226845,-5.833946053259061,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,38,BA_3_3,Boise2022_1028,lo,3,3,6,3,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,0,0.08450704225352113,0.08450704225352113,-1.2324390745874523,-1.994188713923829,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,27,BA_4_1,Boise2022_1239,hi,4,1,4,9,Y,157,FG,N,herbivory,N,NA,0,0,0,0,NA,0,N,52,16,0.32926829268292684,31.804878048780488,0.3036302068899528,-0.45811943244642395,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,103,BA_7_3,Boise2022_2675,lo,7,3,15,5,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,1,0,0.2916666666666667,0.875,4.3894935993429325,3.6277439600065553,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,45,BA_6_1,Boise2022_2019,lo,6,1,4,4,Y,158,FG,N,resurrection_herbivory,N,NA,0,0,0,0,NA,0,N,2,0,0.32432432432432434,0.6486486486486487,2.923822777751333,2.1620731384149563,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,43,BA_3_3,Boise2022_1055,lo,3,3,11,5,Y,144,FG,Y,herbivory,Y,FG_FB,4,0.14,0.38,110,NA,110,Y,2,0,0.08450704225352113,0.16901408450704225,-1.960330823576368,-2.7220804629127446,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,35,BA_10_1,Boise2022_3639,lo,10,1,8,4,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,2,0,0.1016949152542373,0.2033898305084746,0.2349093802740413,-0.5268402590623354,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,47,BA_10_3,Boise2022_3876,hi,10,3,8,6,Y,143,FP,Y,herbivory,Y,FP,1,0.1,0.02,1,NA,1,Y,56,13,0.2191780821917808,22.643835616438356,3.4697196277007607,2.707969988364384,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,105,BA_6_1,Boise2022_2049,lo,6,1,10,4,Y,143,FG,Y,herbivory,Y,FG,23,2.53,1.24,413,physical_damage,413,Y,4,1,0.32432432432432434,1,2.152582591182588,1.390832951846211,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,35,BA_3_3,Boise2022_1021,lo,3,3,5,1,Y,NA,V3+,N,herbivory,N,NA,0,0,0,0,NA,0,N,2,0,0.08450704225352113,0.16901408450704225,0.2349093802740413,-0.5268402590623354,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,32,BA_5_1,Boise2022_1615,lo,5,1,3,5,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,1,0,0.05970149253731343,0.1791044776119403,-2.2408764702296002,-3.002626109565977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,100,BA_4_1,Boise2022_1293,hi,4,1,10,3,Y,144,FG,Y,seed_drop_herbivory,Y,FB,1,0.063,0,0,physical_damage,0,N,39,11,0.32926829268292684,31.085365853658537,3.4850280171966737,2.723278377860297,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,17,BA_5_2,Boise2022_1714,hi,5,2,2,4,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,54,11,0.20689655172413793,20.517241379310345,1.9575075260070696,1.1957578866706928,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,44,BA_5_2,Boise2022_1732,hi,5,2,4,2,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,53,6,0.20689655172413793,15.724137931034482,0.782644708252243,0.020895068915866264,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,26,BA_5_1,Boise2022_1694,lo,5,1,19,4,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,2,0,0.05970149253731343,0.11940298507462686,1.2578527268098365,0.49610308747345977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,47,BA_4_1,Boise2022_1281,hi,4,1,9,1,Y,157,FG,Y,resurrection_herbivory,Y,FB,2,0.06,0.021,10,seed_drop,10,Y,34,10,0.32926829268292684,31.731707317073173,3.4697196277007607,2.707969988364384,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,25,BA_9_2,Boise2022_3340,hi,9,2,4,10,Y,143,FG,N,resurrection_frost_heave,N,NA,0,0,0,0,NA,0,N,39,13,0.39436619718309857,37.05633802816901,1.7601800353447266,0.9984303960083498,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,35,BA_1_4,Boise2022_314,hi,1,4,2,4,Y,174,FG,Y,resurrection_herbivory,Y,FB,1,0.009,0.022,8,NA,8,Y,53,17,0.3522727272727273,33.55681818181819,0.2349093802740413,-0.5268402590623354,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,105,BA_8_4,Boise2022_3128,hi,8,4,3,8,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA,0,N,55,23,0.30434782608695654,36.69565217391305,2.152582591182588,1.390832951846211,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,105,BA_3_2,Boise2022_981,hi,3,2,9,1,Y,NA,NA,N,resurrection,N,NA,0,0,0,0,NA,0,N,37,11,0.2872340425531915,29.095744680851066,2.152582591182588,1.390832951846211,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,59,BA_3_2,Boise2022_965,hi,3,2,7,5,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,84,24,0.2872340425531915,28.595744680851062,3.0580195637826235,2.296269924446247,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,102,BA_10_1,Boise2022_3653,lo,10,1,11,3,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,4,1,0.1016949152542373,1,5.179742270230129,4.417992630893752,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,18,BA_9_3,Boise2022_3403,lo,9,3,1,3,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,2,0,0.01639344262295082,0.03278688524590164,-0.6387302363718312,-1.400479875708208,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,19,BA_10_1,Boise2022_3642,lo,10,1,9,2,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,1,0.1016949152542373,1.1016949152542372,4.950825641803746,4.189076002467369,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,102,BA_9_3,Boise2022_3401,lo,9,3,1,1,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA,0,N,2,0,0.01639344262295082,0.03278688524590164,5.179742270230129,4.417992630893752,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,33,BA_8_4,Boise2022_3105,hi,8,4,1,5,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,52,18,0.30434782608695654,32.608695652173914,-0.8914249350438717,-1.6531745743802484,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,35,BA_9_2,Boise2022_3397,hi,9,2,10,7,Y,143,FG,Y,resurrection_herbivory,Y,FB,1,0.029,0,0,physical_damage,0,N,34,15,0.39436619718309857,41.028169014084504,0.2349093802740413,-0.5268402590623354,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,105,BA_2_1,Boise2022_485,hi,2,1,9,5,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,57,17,0.2564102564102564,28.025641025641026,2.152582591182588,1.390832951846211,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,25,BA_6_1,Boise2022_2063,lo,6,1,13,3,Y,158,FG,Y,herbivory,Y,FB,9,1.43,0.3,150,physical_damage,150,Y,3,0,0.32432432432432434,0.32432432432432434,1.7601800353447266,0.9984303960083498,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,102,BA_8_4,Boise2022_3171,hi,8,4,8,1,Y,158,FG,N,herbivory,N,NA,0,0,0,0,NA,0,N,43,10,0.30434782608695654,27.347826086956523,5.179742270230129,4.417992630893752,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,102,BA_7_2,Boise2022_2534,hi,7,2,4,4,Y,158,FG,Y,herbivory,Y,FP,1,0.05,0.08,21,herbivory,21,Y,69,36,0.4823529411764706,50.95294117647059,5.179742270230129,4.417992630893752,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,55,BA_9_2,Boise2022_3357,hi,9,2,6,7,Y,143,FG,N,herbivory,N,NA,0,0,0,0,NA,0,N,64,25,0.39436619718309857,39.19718309859155,3.6789917015634743,2.9172420622270976,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,19,BA_5_1,Boise2022_1678,lo,5,1,16,3,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,4,0,0.05970149253731343,0,4.950825641803746,4.189076002467369,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,32,BA_8_1,Boise2022_2833,lo,8,1,7,3,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,4,0,0.25301204819277107,0,-2.2408764702296002,-3.002626109565977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,105,BA_4_4,Boise2022_1549,lo,4,4,10,4,Y,NA,NA,N,resurrection_frost_heave,N,NA,0,0,0,0,NA,0,N,2,0,0.13846153846153847,0.27692307692307694,2.152582591182588,1.390832951846211,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,105,BA_6_4,Boise2022_2315,hi,6,4,2,5,Y,143,FG,Y,herbivory,Y,FG_FB,2,0.06,0.011,3,NA,3,Y,55,20,0.35064935064935066,35.77922077922078,2.152582591182588,1.390832951846211,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,46,BA_4_1,Boise2022_1206,hi,4,1,1,6,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,47,18,0.32926829268292684,35.451219512195124,2.56675103100007,1.8050013916636931,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,56,BA_8_4,Boise2022_3133,hi,8,4,4,3,Y,158,FG,Y,NA,Y,FP,1,0.048,0.053,17,NA,17,Y,64,16,0.30434782608695654,26.956521739130437,3.6900277923925784,2.9282781530562016,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,43,BA_2_1,Boise2022_500,hi,2,1,10,10,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,29,8,0.2564102564102564,26.205128205128204,-1.960330823576368,-2.7220804629127446,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,103,BA_1_1,Boise2022_98,lo,1,1,20,3,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,1,1,0.18461538461538463,1.5538461538461539,4.3894935993429325,3.6277439600065553,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,12,BA_5_1,Boise2022_1687,lo,5,1,18,2,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,4,1,0.05970149253731343,1,0.2574436585187869,-0.5043059808175898,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,20,BA_3_3,Boise2022_1033,lo,3,3,7,3,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,3,0,0.08450704225352113,0.08450704225352113,-0.39819996488731113,-1.1599496042236879,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,101,BA_10_1,Boise2022_3616,lo,10,1,4,1,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,2,0,0.1016949152542373,0.2033898305084746,-5.0721964139226845,-5.833946053259061,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,28,BA_8_4,Boise2022_3192,hi,8,4,10,2,Y,158,FG,Y,herbivory,Y,FP?,2,0.08,0,0,physical_damage,0,N,37,7,0.30434782608695654,26.17391304347826,3.6480985956448593,2.8863489563084825,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,101,BA_4_4,Boise2022_1508,lo,4,4,2,3,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,1,0,0.13846153846153847,0.4153846153846154,-5.0721964139226845,-5.833946053259061,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,19,BA_2_1,Boise2022_434,hi,2,1,4,4,Y,144,FG,N,NA,N,NA,0,0,0,0,NA,0,N,63,18,0.2564102564102564,27.487179487179485,4.950825641803746,4.189076002467369,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,19,BA_10_3,Boise2022_3881,hi,10,3,9,1,Y,143,FG,Y,NA,Y,FP,1,0.037,0.047,12,seed_drop,12,Y,31,8,0.2191780821917808,23.123287671232877,4.950825641803746,4.189076002467369,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,40,BA_7_3,Boise2022_2633,lo,7,3,7,3,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,1,0.2916666666666667,1.2916666666666667,-0.5036812947320104,-1.2654309340683871,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,11,BA_1_1,Boise2022_79,lo,1,1,16,4,Y,157,FG,Y,herbivory,Y,FG,11,1.22,0.38,224,herbivory,224,Y,1,1,0.18461538461538463,1.5538461538461539,1.3803837852948395,0.6186341459584627,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,48,BA_1_1,Boise2022_59,lo,1,1,12,4,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,2,0,0.18461538461538463,0.36923076923076925,-0.2527167311924754,-1.0144663705288521,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,36,BA_4_1,Boise2022_1272,hi,4,1,8,2,Y,157,FG,Y,resurrection_herbivory,Y,FB,1,0.035,0,0,physical_damage,0,N,47,15,0.32926829268292684,32.451219512195124,0.2112922608269474,-0.5504573785094293,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,55,BA_6_4,Boise2022_2350,hi,6,4,5,10,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,43,15,0.35064935064935066,34.98701298701299,3.6789917015634743,2.9172420622270976,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,44,BA_6_4,Boise2022_2364,hi,6,4,7,4,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,64,23,0.35064935064935066,35.62337662337662,0.782644708252243,0.020895068915866264,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,25,BA_5_1,Boise2022_1663,lo,5,1,13,3,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,3,0,0.05970149253731343,0.05970149253731343,1.7601800353447266,0.9984303960083498,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,11,BA_1_4,Boise2022_316,hi,1,4,2,6,Y,157,FG,Y,NA,Y,FP,1,0.017,0.034,10,NA,10,Y,60,18,0.3522727272727273,32.09090909090909,1.3803837852948395,0.6186341459584627,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,19,BA_6_4,Boise2022_2354,hi,6,4,6,4,Y,158,FG,Y,herbivory,Y,FB,2,0.06,0.022,8,physical_damage,8,Y,70,24,0.35064935064935066,34.519480519480524,4.950825641803746,4.189076002467369,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,56,BA_6_1,Boise2022_2036,lo,6,1,8,1,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,0,0.32432432432432434,0.32432432432432434,3.6900277923925784,2.9282781530562016,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,19,BA_5_2,Boise2022_1795,hi,5,2,10,5,Y,NA,NA,N,herbivory,N,NA,0,0,0,0,NA,0,N,52,9,0.20689655172413793,18.93103448275862,4.950825641803746,4.189076002467369,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,60,BA_10_1,Boise2022_3614,lo,10,1,3,4,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,0,0.1016949152542373,0.1016949152542373,4.534581475590217,3.7728318362538404,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,19,BA_2_4,Boise2022_707,lo,2,4,2,2,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,1,0.16091954022988506,1.160919540229885,4.950825641803746,4.189076002467369,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,60,BA_5_1,Boise2022_1626,lo,5,1,6,1,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,2,0,0.05970149253731343,0.11940298507462686,4.534581475590217,3.7728318362538404,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,26,BA_10_3,Boise2022_3835,hi,10,3,4,5,Y,143,FG,Y,herbivory,Y,FP,1,0.033,0.08,21,NA,21,Y,66,14,0.2191780821917808,21.45205479452055,1.2578527268098365,0.49610308747345977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,103,BA_10_1,Boise2022_3622,lo,10,1,5,2,Y,143,FG,Y,NA,Y,FG,19,3.14,0.86,364,NA,364,Y,3,0,0.1016949152542373,0.1016949152542373,4.3894935993429325,3.6277439600065553,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,26,BA_7_2,Boise2022_2583,hi,7,2,9,3,Y,158,FG,Y,NA,Y,FP,1,0.065,0.157,57,NA,57,Y,44,19,0.4823529411764706,46.011764705882356,1.2578527268098365,0.49610308747345977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,26,BA_3_2,Boise2022_926,hi,3,2,3,6,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,73,22,0.2872340425531915,29.75531914893617,1.2578527268098365,0.49610308747345977,0.12451676241538462,5.665413523368422,8.608614848054055
